id;Name;Summary;Positive Reviews
8294;Crimson Gray;Sierra Lee Adventure Indie Simulation Visual Novel Choices Matter Story Rich Psychological Horror Indie Sexual Content Simulation Violent Multiple Endings Anime Nudity Psychological Dating Sim Casual Interactive Fiction Choose Your Own Adventure D FirstPerson Atmospheric ;334
8295;Necronator: Dead Wrong;Toge Productions Modern Wolf Action Casual Indie Strategy Real Time Tactics Tower Defense Cute Card Battler Roguelite RTS Dungeon Crawler Casual Strategy Game Villain Protagonist Roguelike Funny Isometric Deckbuilding Action Pixel Graphics Moddable Fantasy Magic ;333
8296;HordeZ;Zenz VR Action Action Indie VR FPS Horror Shooter OnRails Zombies Adventure Atmospheric Casual Scifi Twin Stick ActionAdventure Gore Multiplayer ;333
8297;Moekuri: Adorable + Tactical SRPG;MokyuSoft Culture Select Indie RPG Strategy Anime RPG Indie Strategy Cute Tactical TurnBased JRPG Singleplayer Tactical TurnBased Tactics Female Protagonist Combat Fantasy Visual Novel Retro Comedy ;333
8298;My Exercise;New Deer Atsushi Wada Playables Playables Deer Action Casual Indie Racing Sports Casual Sports Life Sim Surreal Funny Psychedelic Dog D Indie Minimalist Handdrawn Family Friendly Philosophical Psychological Singleplayer Colorful Immersive Physics esports Action ;333
8299;Seed of Evil;Hasoyua Kagura Games Adventure Indie RPG Sexual Content Nudity RPG Indie Adventure RPGMaker Anime Mature Female Protagonist JRPG Multiple Endings Hentai Memes Funny ;333
8300;Kyvir: Rebirth;Dawnblaze Entertainment AplusGames Adventure Indie RPG Strategy Card Battler Roguelite Dungeon Crawler Game TurnBased Strategy Board Tabletop RPG Roguelike D Dragons Combat Choices Matter Cartoony Colorful Stylized Medieval Magic ;333
8301;The Long Reach;Painted Black Games Merge Violent Gore Action Adventure Action Adventure Indie Pixel Graphics Gore Violent Horror Psychological D pointclick Story Rich Side Scroller Singleplayer ;333
8302;Firefighters 2014;VIS Visual Imagination Software rondomedia GmbH Action Simulation Simulation Action FirstPerson Open World Singleplayer ;333
8303;Dry Drowning;V VLG Leonardo Interactive WhisperGames Adventure Futuristic Adventure Visual Novel Mystery Scifi Noir Horror Investigation Psychological Singleplayer Thriller Cyberpunk Interactive Fiction Puzzle D Detective Choose Your Own Open World Indie Choices Matter ;332
8304;Darkstone;Delphine Software Microids Action RPG RPG Action Hack Slash Retro Action Classic Singleplayer Local CoOp s Fantasy ;332
8305;Flightless Classic;Bristol Street Adventure Play Play Adventure Indie Puzzle ;332
8306;:S Conspiracy Field: Snow Trap;SPtime Adventure Casual Indie RPG Casual Adventure RPG Visual Novel Word Game Puzzle Anime D D Platformer Colorful Indie Mystery Thriller Conspiracy Story Rich Multiple Endings Singleplayer ;332
8307;Act of War: High Treason;Eugen Systems THQ Nordic Action Action Strategy RTS Military ;332
8308;Tina: Swordswoman of the Scarlet Prison;shinachikucastella Kagura Games Indie RPG RPG Indie Nudity Sexual Content RPGMaker Female Protagonist Anime JRPG Multiple Endings Adventure Memes Hentai NSFW ;332
8309;REVOLVER360 RE:ACTOR;Cross Eaglet PLAYISM Action shootem Up Bullet Hell Action Indie Shooter Arcade Side Scroller D Difficult Great Soundtrack Scifi Singleplayer Futuristic Score Attack Atmospheric Mechs Controller Robots Destruction D ;332
8310;Metropolis: Lux Obscura;Ktulhu Solutions Casual Sexual Content Nudity Indie Match Casual Comic Book Violent Story Rich Atmospheric Great Soundtrack Noir Puzzle ;332
8311;STAR WARS - X-Wing Alliance;Totally Games LucasArts Lucasfilm Disney Action Action Space Sim Space Multiplayer Singleplayer Flight Simulation Classic Scifi ;332
8312;Slice of Sea;Mateusz Skutnik Adventure Adventure Puzzle Handdrawn Exploration D Stylized Logic Atmospheric Hidden Object Singleplayer Steampunk Indie LoreRich Story Rich Mystery Linear Colorful Dystopian Music PuzzlePlatformer ;332
8313;Up Left Out;Maciej Targoni Puzzle Minimalist Relaxing Singleplayer Casual Indie Abstract D Short Minigames D Atmospheric Great Soundtrack TopDown ;332
8314;Dream Pinball 3D;ASK Homework Topware Interactive ACE Casual Simulation Simulation Casual Pinball ;332
8315;:Gladiator School:;Together Game project bamboo Game Adventure Indie RPG Simulation Strategy LGBTQ Choices Matter Drama Anime Dating Sim Romance Visual Novel RPG Exploration Word Game Interactive Fiction Comic Book Cinematic Stylized Singleplayer Rome Medieval Strategy Mystery D ;332
8316;Raptor: Call of Shadows - 2015 Edition;Scott Host Apogee Entertainment Action Casual Bullet Hell shootem Up Flight Difficult Shooter D TopDown Mechs Vehicular Combat Action Pixel Graphics Jet Scifi Casual War s Old School Retro Singleplayer Cult Classic ;331
8317;InMind VR;Ludenio Action Casual Play VR Play Indie Action Education Casual Scifi Science Singleplayer Exploration D Vision Dynamic Narration Funny Comedy Racing Physics Simulation Space ;331
8318;Ultra Savage;OneShark SakuraGame Adventure Casual Indie RPG Casual Indie RPG Adventure Clicker ;331
8319;Cat or Bread?;Casioqu Casual Casual Indie Psychological Horror Memes Cats ;331
8320;The Legend of Heroes: Trails from Zero;Nihon Falcom PH GmbH NIS America Inc RPG RPG JRPG Story Rich Anime TurnBased Combat Great Soundtrack Singleplayer ;331
8321;The Big Con;Mighty Yell Skybound Games Adventure s Comedy Crime Indie Singleplayer Funny Cartoony Stylized Story Rich Female Protagonist Handdrawn Adventure Colorful Choices Matter Conversation D Cute Exploration ActionAdventure Interactive Fiction ;331
8322;Sakura Sadist;Winged Cloud Simulation Sexual Content Nudity Visual Novel Anime Female Protagonist Simulation LGBTQ Mature Hentai Singleplayer ;331
8323;Heroes of Scene;Icy Donut Play Indie mmo Strategy Play Strategy BaseBuilding mmo Multiplayer Indie Building Card Game Trading Tactical Tower Defense RTS Great Soundtrack Action ;331
8324;Super Hipster Lumberjack;Noah Lewin Day Dreamer Games Indie Platformer Difficult ;331
8325;Alpha Runner;LightsoutGames Lightsoutgames Adventure Casual Indie Casual Adventure Platformer Runner ;331
8326;Swordbreaker Game;DuCats Games Adventure Adventure Indie Interactive Fiction Choices Matter Visual Novel Dark Fantasy Exploration Medieval D Gore pointclick Comedy Dungeon Crawler Aliens Atmospheric Funny Magic Singleplayer ;331
8327;Hello Neighbor 2 Alpha 1;Eerie Guest tinyBuild Adventure Indie Strategy Adventure Strategy Puzzle Stealth Survival Horror Investigation PuzzlePlatformer Survival D Cartoony Colorful FirstPerson Psychedelic Atmospheric Conspiracy Detective Mystery Psychological Psychological ;330
8328;Foretales;Alkemi Dear Villagers Adventure Card Game Narration Adventure Board Exploration Singleplayer RPG Interactive Fiction Strategy Choose Your Own Tabletop Battler Cinematic Cartoony Dynamic Cartoon Atmospheric Fantasy Medieval Story Rich ;330
8329;X2: Threat;Egosoft Strategy Space Strategy Simulation Scifi Singleplayer Economy Open World Space Sim Sandbox Trading Action Flight Exploration ;330
8330;In Between;Gentlymad Assemble Entertainment D Indie PuzzlePlatformer Atmospheric Platformer Puzzle Story Rich Difficult Singleplayer Dark Handdrawn Emotional Philosophical Narration Action Adventure Strategy Side Scroller Precision Physics ;330
8331;Space Beret;Amaterasu Software Action Casual Casual Indie Action Shooter TopDown ;330
8332;Behold the Kickmen;Size Five Games Action Casual Indie Sports Sports Action Indie Casual Soccer Football ;330
8333;Cursed Treasure 2;IriySoft Armor Games Indie Strategy Strategy Tower Defense Indie D RealTime RTS Singleplayer RealTime Pause TopDown Fantasy Resource Management Cult Classic ;330
8334;Mountain Crime: Requital;Alawar Stargaze Entertainment Adventure Casual Casual Adventure Hidden Object pointclick Singleplayer Addictive Indie ;330
8335;Car Trader Simulator;Live Motion Games Games PlayWay SA Simulation Simulation Trading D Singleplayer Management Indie Casual Economy Strategy Funny Relaxing Family Friendly Resource Adventure Capitalism Realistic Choices Matter Inventory Open World ;330
8336;Nefarious;StarBlade Action Adventure Indie Adventure Action Villain Protagonist Platformer D ;330
8337;BLOCK WARRIORS: Classic Edition;Cyber Gaming Voltornas Games Action Adventure Racing RPG Adventure Action RPG Open World Racing Crime Sandbox Anime Singleplayer Shooter Voxel Simulation ActionAdventure Action Life Sim ThirdPerson America Atmospheric Driving Management ;330
8338;World War II: Panzer Claws;nan Topware Interactive Strategy Strategy World Wartwo RTS ;330
8339;: - Kelvin And Chateau;Forgotten Play Indie RPG RPG Handdrawn Story Rich Exploration JRPG D Play Anime Drama Indie Emotional Dark Fantasy Singleplayer RPGMaker ;330
8340;American Conquest;GSC Game World Publishing Strategy Strategy RTS Historical Singleplayer Multiplayer ;330
8341;Gumboy Tournament;CINEMAX sro Casual Indie Racing Indie Casual Racing Multiplayer Platformer ;330
8342;HeXen II;Raven Software id Action Action FPS Classic Fantasy FirstPerson Gothic Dark Retro Shooter s Singleplayer Multiplayer Puzzle RPG ;329
8343;FOOTSIES Rollback Edition;HiFight Action D Fighter Action Casual PvP Fighting Arcade D Pixel Graphics Multiplayer Funny Retro Singleplayer Indie ;329
8344;Making History: Great War;Muzzy Lane Software Factus Games Indie Simulation Strategy Strategy Simulation World War I Grand Indie Historical War TurnBased Moddable Sandbox Military Multiplayer Singleplayer Wartwo Alternate History Tactical TurnBased Management X ;329
8345;Son of a Witch;Bigosaur Action Adventure Action Roguelike Online CoOp Player Local Dungeon Crawler beatemup Loot Roguelite RPG Procedural Generation Roguelike Hack Slash Side Scroller Local Multiplayer Coop D Action Pixel Graphics Adventure ;329
8346;Dread X Collection;DreadXP Airdorf Games Strange Scaffold Scythe Dev Team Secret Cow Level Snowrunner David Szymanski Lovely Hellplace Torple Dook Wayward Preacher oddbreeze Mahelyk DreadXP Action Adventure Survival Horror Action Adventure Story Rich Psychological Indie Gore Simulation Interactive Fiction Exploration Cinematic Puzzle Cartoon Violent D ActionAdventure Abstract Psychedelic Scifi ;329
8347;Etherlords II;Nival Adventure Indie RPG Strategy RPG Card Game TurnBased TurnBased Strategy Fantasy Tactics Tactical Adventure Classic Indie Atmospheric Singleplayer Great Soundtrack Magic Trading ;329
8348;Budget Cuts 2: Mission Insolvency;Neat Corporation Fast Travel Games Corporation Action Adventure Adventure Action Indie VR Stealth Singleplayer Horror Robots FirstPerson Puzzle ActionAdventure FPS Colorful Atmospheric Conspiracy Dystopian Scifi Artificial Intelligence Automation Capitalism VR Only ;329
8349;The King's Bird;Serenity Forge Graffiti Games Action Action Indie Platformer Female Protagonist Parkour Great Soundtrack Colorful Stylized Time Attack Atmospheric D Relaxing Score Controller FastPaced Singleplayer Difficult Story Rich Side Scroller ;329
8350;AngerForce: Reloaded;Screambox nan shootem Up Shooter Bullet Hell Indie ;329
8351;HomeWork Is Crazy / :;三脚猫 Gamera Games Casual Horror Thriller Indie Casual Puzzle ;328
8352;Dominique Pamplemousse;Squinkifer Productions Adventure Casual Indie Adventure pointclick LGBTQ Psychological Horror Detective Music Comedy Funny Short Noir ;328
8353;Masochisia;Oldblood Indie Horror pointclick Story Rich Psychological Psychological ;328
8354;Sakura Nova;Winged Cloud Adventure Casual Nudity Sexual Content Anime Visual Novel Mature Casual Indie Adventure Hentai Fantasy ;328
8355;The Crackpet Show;Vixa Games Ravenage Action Adventure Indie Difficult Twin Stick Shooter Action Roguelike Roguelike Dark Humor Cute shootem Up Controller Bullet Hell Atmospheric Procedural Generation Roguelite Coop Indie Local Multiplayer Dungeon Crawler CoOp ;328
8356;Rail of M:bius;PHOSEPO Adventure Casual Visual Novel Time Travel Story Rich Word Game Detective Puzzle Romance Drama Anime Atmospheric Adventure Psychological Horror Choices Matter Investigation Mystery Multiple Endings Logic Futuristic Dating Sim ;328
8357;Maquette;Graceful Decay Annapurna Interactive Adventure Adventure Indie Puzzle FirstPerson PuzzlePlatformer Beautiful Exploration Drama Emotional Mystery D Colorful Great Soundtrack Romance Singleplayer Stylized Atmospheric Narrative Story Rich Walking Simulator ;328
8358;WRC Generations : FIA WRC Official Game;KT Racing Nacon Racing Simulation Racing Simulation Realistic PvP Coop Multiplayer Online CoOp Singleplayer D Automobile Sim Cinematic Colorful Competitive Driving esports FirstPerson Offroad Management Open World Physics ;328
8359;Down the Rabbit Hole;Cortopia Beyond Frames Adventure Adventure Indie Puzzle Story Rich Third Person VR VR Only ;328
8360;Gecata by Movavi 5 - Game Recording Software;Movavi Software Audio Production Training Utilities Video Web Publishing Utilities Production Software Training Publishing FMV Animation Modeling Design Illustration Education Family Friendly Multiplayer Photo Editing Singleplayer Tutorial ;328
8361;Pixel Game Maker MV;Gotcha Games KADOKAWA Games Action Casual Design Illustration Education Utilities Web Publishing Game Development Action Casual Development Pixel Graphics Illustration Utilities Publishing GameMaker Education RPGMaker Animation Modeling Software D Anime Software Training Sexual Content ;328
8362;Super Indie Karts;One Legged Seagull Casual Indie Racing Sports Racing Indie Sports Automobile Sim Local Multiplayer Casual Split Screen Driving Pixel Graphics Retro Funny ;328
8363;Furious Angels;MorfeoDev Action Bullet Hell shootem Up Destruction TopDown Shooter Score Attack Retro Arcade Flight Jet Tanks Mechs D Colorful Minimalist Survival Difficult Twin Stick Action Singleplayer ;328
8364;MONOLISK;Trickster Arts Action Casual Play Indie RPG Action RPG Action Building Card Game Dungeon Crawler Hack Slash D Colorful Isometric Minimalist Stylized Atmospheric Fantasy ClassBased Indie Historical Loot BaseBuilding Asynchronous Multiplayer ;328
8365;Zombie Bowl-o-Rama;MumboJumbo Casual Sports Bowling Zombies Casual Sports Singleplayer Funny Horror ;328
8366;Hope Lake;Far Mills Mysterytag RunServer Adventure Casual Hidden Object Casual Adventure Indie pointclick Female Protagonist Puzzle Mystery Detective Atmospheric Crime ;328
8367;A Game of Dwarves;Zeal Game Paradox Interactive Casual Strategy Strategy Casual City Builder Fantasy Building Simulation Crafting Singleplayer ;328
8368;Blackwood Crossing;PaperSeven LTD Vision Games Publishing Adventure Adventure Indie Story Rich Female Protagonist FirstPerson Walking Simulator Short Singleplayer ;327
8369;Island 359;CloudGate Inc Action Adventure Action Adventure Indie Dinosaurs VR Survival VR Only ;327
8370;MorphVOX Pro 4 - Voice Changer (Old);Screaming Bee Audio Production Utilities Production Utilities Software ;327
8371;The Rainy Port Keelung :;Erotes Adventure Adventure Indie Visual Novel Anime Historical ;327
8372;Rambo Video Game + Baker Team DLC;Teyon Reef Entertainment Action OnRails Shooter QuickTime Events Action Arcade Singleplayer Short FPS Local CoOp FirstPerson Psychological Horror Funny Gore War Old School Sandbox ;327
8373;The Iron Oath;Curious Panda Games Humble Adventure Indie RPG Strategy RPG TurnBased Combat Tactical Strategy Fantasy Story Rich Medieval PartyBased CRPG Strategy Open World Tactics Tactical TurnBased Singleplayer Sandbox Dark Choices Matter ;327
8374;Touch Some Grass;jpmgames Casual Simulation Casual Memes pointclick Clicker Idler D FirstPerson Realistic TopDown Agriculture America Atmospheric Comedy Emotional Funny Nature Parody Politics Psychological Satire ;327
8375;Merchants of Kaidan;Forever Entertainment S A Adventure Indie RPG Simulation Strategy Trading Strategy Simulation RPG Adventure Indie Fantasy ;327
